[13:10:03 INF] Starting web host
[13:10:05 INF] ### App Version:1.0.0.0 ###
[13:10:07 INF] ### PIdP Configuration:{"ApplicationUrl":"http://localhost:4200","AddressAutocompleteClient":{"ApiKey":"\u003Credacted\u003E","Url":"https://ws1.postescanada-canadapost.ca/AddressComplete/Interactive/"},"ConnectionStrings":{"PidpDatabase":"Host=fedora;Port=5444;Database=pipd;Username=postgres;Password=Pa55w0rd"},"ChesClient":{"Enabled":true,"Url":"https://ches-dev.apps.silver.devops.gov.bc.ca/api/v1","ClientId":"PSP_SERVICE_CLIENT","ClientSecret":"\u003Credacted\u003E","TokenUrl":"https://dev.oidc.gov.bc.ca/auth/realms/jbd6rnxw/protocol/openid-connect/token"},"KafkaCluster":{"Url":"","ClientId":"","ClientSecret":"","BoostrapServers":"pidp-kafka-cluster-5b7aa5-test.apps.silver.devops.gov.bc.ca:443","SecurityProtocol":"","SaslMechanism":"","ConsumerTopicName":"dems-notification-ack","ProducerTopicName":"dems-access-request","SaslOauthbearerTokenEndpointUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","SaslOauthbearerProducerClientId":"kafka-producer","SaslOauthbearerProducerClientSecret":"AwtHq6XXnoLZKcMdtXDohpIhfTHsMGe2","SaslOauthbearerConsumerClientId":"kafka-consumer","SaslOauthbearerConsumerClientSecret":"vwwQ3erVkBzVX3i1P6le5DiEYhUd6kDh","SslCaLocation":"C:\\certs\\pidp\\ca.crt","SslCertificateLocation":"C:\\certs\\pidp\\client\\ca.crt","SslKeyLocation":"C:\\certs\\pidp\\client\\ca.key"},"Keycloak":{"RealmUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST","WellKnownConfig":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/.well-known/openid-configuration","TokenUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","AdministrationUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/admin/realms/DEMSTEST","AdministrationClientId":"PIDP-SERVICE","AdministrationClientSecret":"3s8dwnqNHyDdtG1ZhhERgqXFK4WY7cyO","HcimClientId":"HCIMWEB"},"LdapClient":{"Url":"https://common-logon-dev.hlth.gov.bc.ca/"},"MailServer":{"Url":"localhost","Port":1025},"PlrClient":{"Url":"http://localhost:5060/api"},"JumClient":{"Url":"https://localhost:7215/api","RealmUrl":"","TokenUrl":"protocol/openid-connect/token","AdministrationUrl":"","AdministrationClientId":"","AdministrationClientSecret":""}} ###
[13:10:10 INF] Now listening on: https://localhost:5051
[13:10:10 INF] Now listening on: http://localhost:5050
[13:10:10 INF] Application started. Press Ctrl+C to shut down.
[13:10:10 INF] Hosting environment: Development
[13:10:10 INF] Content root path: C:\Development\jps-pidp\backend\webapi
[13:10:23 WRN] Applying IncludeRules for type 'Pidp.Features.Parties.Create+Command' fails.
System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> System.NotImplementedException: Given Identity Provider is not supported
   at Pidp.Features.Parties.Create.CommandValidator.<>c__DisplayClass0_0.<.ctor>b__3(Command x) in C:\Development\jps-pidp\backend\webapi\Features\Parties\Create.cs:line 41
   at FluentValidation.Internal.IncludeRule`1.<>c__DisplayClass3_0`1.<Create>b__0(ValidationContext`1 ctx, T _) in /media/jskinner/Linux2/code/FluentValidation/src/FluentValidation/Internal/IncludeRule.cs:line 54
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Span`1& arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.GetValidatorGeneric[T](IChildValidatorAdaptor childValidatorAdapter) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 202
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Span`1& arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.GetValidatorFromChildValidatorAdapter(IChildValidatorAdaptor childValidatorAdapter) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 183
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.AddRulesFromIncludedValidators(IValidator validator, ILogger logger, SchemaGenerationContext schemaGenerationContext) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 120
[13:23:04 INF] HTTP GET /api/parties responded 200 in 10.0382 ms
[13:23:04 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 140.3154 ms
[13:23:04 INF] HTTP GET /api/parties/1012/user-type responded 200 in 22.9988 ms
[13:24:06 INF] HTTP GET /api/lookups responded 200 in 67.7872 ms
[13:24:07 INF] HTTP GET /api/lookups responded 200 in 52.9723 ms
[13:24:08 INF] HTTP GET /api/parties responded 200 in 10.2537 ms
[13:24:08 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 245.0980 ms
[13:24:10 INF] HTTP GET /api/parties/1012/user-type responded 200 in 50.9583 ms
[13:24:25 INF] HTTP GET /api/lookups responded 200 in 71.2474 ms
[13:24:28 INF] HTTP GET /api/lookups responded 200 in 53.8541 ms
[13:24:28 INF] HTTP GET /api/parties responded 200 in 5.9983 ms
[13:24:28 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 166.9226 ms
[13:24:29 INF] HTTP GET /api/parties/1012/user-type responded 200 in 81.1464 ms
[13:24:32 INF] HTTP GET /api/lookups responded 200 in 87.5744 ms
[13:24:35 INF] HTTP GET /api/lookups responded 200 in 62.2690 ms
[13:24:36 INF] HTTP GET /api/lookups responded 200 in 65.8415 ms
[13:24:37 INF] HTTP GET /api/parties responded 200 in 7.2328 ms
[13:24:37 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 99.5989 ms
[13:24:39 INF] HTTP GET /api/parties/1012/user-type responded 200 in 23.2563 ms
[13:24:43 INF] HTTP GET /api/lookups responded 200 in 36.7762 ms
[13:24:44 INF] HTTP GET /api/lookups responded 200 in 48.6342 ms
[13:24:44 INF] HTTP GET /api/parties responded 200 in 8.0099 ms
[13:24:44 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 102.9163 ms
[13:24:46 INF] HTTP GET /api/parties/1012/user-type responded 200 in 28.8644 ms
[13:25:01 INF] HTTP GET /api/lookups responded 200 in 78.7106 ms
[13:25:02 INF] HTTP GET /api/lookups responded 200 in 64.8812 ms
[13:25:04 INF] HTTP GET /api/parties responded 200 in 13.4385 ms
[13:25:04 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 107.5750 ms
[13:25:06 INF] HTTP GET /api/lookups responded 200 in 45.7096 ms
[13:25:08 INF] HTTP GET /api/lookups responded 200 in 57.1153 ms
[13:25:09 INF] HTTP GET /api/parties responded 200 in 10.7930 ms
[13:25:09 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 101.8915 ms
[13:25:16 INF] HTTP GET /api/parties/1012/user-type responded 200 in 23.5492 ms
[13:25:19 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 209.4071 ms
[13:25:21 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 26.4321 ms
[13:25:23 INF] ### AuthorizePartyBeforeHandleAsync
[13:25:23 INF] HTTP PUT /api/parties/1012/organization-details responded 204 in 112.3312 ms
[13:25:23 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 94.2292 ms
[13:25:24 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 87.0396 ms
[13:25:25 INF] HTTP GET /api/parties/1012/user-type responded 200 in 18.2655 ms
[13:26:16 INF] HTTP GET /api/lookups responded 200 in 80.7531 ms
[13:26:18 INF] HTTP GET /api/lookups responded 200 in 113.7081 ms
[13:26:18 INF] HTTP GET /api/parties responded 200 in 9.3479 ms
[13:26:19 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 119.8395 ms
[13:26:19 INF] HTTP GET /api/parties/1012/user-type responded 200 in 39.9330 ms
[13:26:33 INF] HTTP GET /api/lookups responded 200 in 65.8274 ms
[13:26:35 INF] HTTP GET /api/lookups responded 200 in 47.6749 ms
[13:26:35 INF] HTTP GET /api/parties responded 200 in 14.2530 ms
[13:26:35 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 179.8987 ms
[13:26:36 INF] HTTP GET /api/parties/1012/user-type responded 200 in 29.9844 ms
[13:27:20 INF] HTTP GET /api/lookups responded 200 in 152.2765 ms
[13:27:21 INF] HTTP GET /api/lookups responded 200 in 96.1324 ms
[13:27:22 INF] HTTP GET /api/parties responded 200 in 16.1889 ms
[13:27:22 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 104.4148 ms
[13:27:22 INF] HTTP GET /api/parties/1012/user-type responded 200 in 30.6960 ms
[13:27:44 INF] HTTP GET /api/lookups responded 200 in 370.0124 ms
[13:27:46 INF] HTTP GET /api/lookups responded 200 in 97.2448 ms
[13:27:47 INF] HTTP GET /api/parties responded 200 in 47.7116 ms
[13:27:47 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 182.7401 ms
[13:27:48 INF] HTTP GET /api/parties/1012/user-type responded 200 in 108.3346 ms
[13:28:07 INF] HTTP GET /api/lookups responded 200 in 70.5975 ms
[13:28:09 INF] HTTP GET /api/lookups responded 200 in 80.0711 ms
[13:28:13 INF] HTTP GET /api/lookups responded 200 in 44.3051 ms
[13:28:14 INF] HTTP GET /api/lookups responded 200 in 50.2670 ms
[13:28:14 INF] HTTP GET /api/parties responded 200 in 8.6197 ms
[13:28:14 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 101.0353 ms
[13:28:15 INF] HTTP GET /api/parties/1012/user-type responded 200 in 31.8241 ms
[13:28:49 INF] HTTP GET /api/lookups responded 200 in 65.1729 ms
[13:28:51 INF] HTTP GET /api/lookups responded 200 in 114.0149 ms
[13:28:52 INF] HTTP GET /api/parties responded 200 in 11.6409 ms
[13:28:52 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 287.4164 ms
[13:28:52 INF] HTTP GET /api/parties/1012/user-type responded 200 in 26.8454 ms
[13:29:57 INF] HTTP GET /api/lookups responded 200 in 74.4057 ms
[13:29:58 INF] HTTP GET /api/lookups responded 200 in 55.2711 ms
[13:29:58 INF] HTTP GET /api/parties responded 200 in 35.4289 ms
[13:29:59 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 203.2068 ms
[13:29:59 INF] HTTP GET /api/parties/1012/user-type responded 200 in 34.5103 ms
[13:30:16 INF] HTTP GET /api/lookups responded 200 in 207.9384 ms
[13:30:17 INF] HTTP GET /api/lookups responded 200 in 35.9056 ms
[13:30:18 INF] HTTP GET /api/parties responded 200 in 11.0756 ms
[13:30:18 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 158.0201 ms
[13:30:18 INF] HTTP GET /api/parties/1012/user-type responded 200 in 35.1314 ms
[13:30:27 INF] HTTP GET /api/lookups responded 200 in 95.2004 ms
[13:30:29 INF] HTTP GET /api/lookups responded 200 in 59.0735 ms
[13:30:29 INF] HTTP GET /api/parties responded 200 in 9.5821 ms
[13:30:29 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 86.7762 ms
[13:30:30 INF] HTTP GET /api/parties/1012/user-type responded 200 in 54.5363 ms
[13:30:42 INF] HTTP GET /api/lookups responded 200 in 119.9017 ms
[13:30:44 INF] HTTP GET /api/lookups responded 200 in 182.0027 ms
[13:30:45 INF] HTTP GET /api/lookups responded 200 in 47.1173 ms
[13:30:46 INF] HTTP GET /api/parties responded 200 in 8.9024 ms
[13:30:46 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 378.5430 ms
[13:30:48 INF] HTTP GET /api/parties/1012/user-type responded 200 in 45.9285 ms
[13:30:56 INF] HTTP GET /api/lookups responded 200 in 89.5561 ms
[13:30:59 INF] HTTP GET /api/lookups responded 200 in 787.0512 ms
[13:31:02 INF] HTTP GET /api/parties responded 200 in 9.7551 ms
[13:31:02 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 230.4654 ms
[13:31:03 INF] HTTP GET /api/parties/1012/user-type responded 200 in 26.4753 ms
[13:31:14 INF] HTTP GET /api/lookups responded 200 in 170.3000 ms
[13:31:15 INF] HTTP GET /api/lookups responded 200 in 54.9819 ms
[13:31:16 INF] HTTP GET /api/parties responded 200 in 7.8762 ms
[13:31:16 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 118.3493 ms
[13:31:16 ERR] HTTP GET /api/parties/1012/crown-region/0/user-orgunit responded 500 in 110.9727 ms
[13:31:16 INF] HTTP GET /api/parties/1012/user-type responded 200 in 18.0108 ms
[13:31:28 INF] HTTP GET /api/lookups responded 200 in 113.9976 ms
[13:31:29 INF] HTTP GET /api/lookups responded 200 in 43.8325 ms
[13:31:30 INF] HTTP GET /api/parties responded 200 in 6.9593 ms
[13:31:30 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 101.7364 ms
[13:31:30 ERR] HTTP GET /api/parties/1012/crown-region/0/user-orgunit responded 500 in 2.3569 ms
[13:31:30 INF] HTTP GET /api/parties/1012/user-type responded 200 in 47.0254 ms
[13:31:48 INF] HTTP GET /api/lookups responded 200 in 71.0950 ms
[13:31:49 INF] HTTP GET /api/lookups responded 200 in 66.3085 ms
[13:31:49 INF] HTTP GET /api/parties responded 200 in 7.0132 ms
[13:31:50 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 126.5270 ms
[13:31:50 INF] HTTP GET /api/parties/1012/user-type responded 200 in 40.5941 ms
[13:31:54 INF] HTTP GET /api/lookups responded 200 in 49.3296 ms
[13:31:55 INF] HTTP GET /api/lookups responded 200 in 59.6304 ms
[13:31:55 INF] HTTP GET /api/parties responded 200 in 6.9882 ms
[13:31:56 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 101.6082 ms
[13:31:56 INF] HTTP GET /api/parties/1012/user-type responded 200 in 36.9699 ms
[13:31:56 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 158.9099 ms
[13:32:20 INF] HTTP GET /api/lookups responded 200 in 371.9439 ms
[13:32:22 INF] HTTP GET /api/lookups responded 200 in 111.2992 ms
[13:32:23 INF] HTTP GET /api/parties responded 200 in 11.8471 ms
[13:32:23 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 108.7968 ms
[13:32:25 INF] HTTP GET /api/parties/1012/user-type responded 200 in 20.7228 ms
[13:32:25 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 95.1672 ms
[13:32:32 INF] HTTP GET /api/lookups responded 200 in 585.7768 ms
[13:32:33 INF] HTTP GET /api/lookups responded 200 in 65.1104 ms
[13:32:34 INF] HTTP GET /api/parties responded 200 in 7.5034 ms
[13:32:34 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 153.2690 ms
[13:32:34 INF] HTTP GET /api/parties/1012/user-type responded 200 in 30.0789 ms
[13:32:34 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 84.5461 ms
[13:38:49 INF] HTTP GET /api/lookups responded 200 in 115.7023 ms
[13:38:50 INF] HTTP GET /api/lookups responded 200 in 96.2392 ms
[13:38:57 INF] HTTP GET /api/lookups responded 200 in 102.9372 ms
[13:38:58 INF] HTTP GET /api/parties responded 200 in 9.1505 ms
[13:38:58 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 327.4935 ms
[13:38:58 INF] HTTP GET /api/parties/1012/user-type responded 200 in 21.2565 ms
[13:38:59 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 99.4819 ms
[13:41:25 INF] HTTP GET /api/lookups responded 200 in 118.4324 ms
[13:41:26 INF] HTTP GET /api/lookups responded 200 in 261.3078 ms
[13:41:27 INF] HTTP GET /api/parties responded 200 in 8.2603 ms
[13:41:27 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 203.6020 ms
[13:41:27 INF] HTTP GET /api/parties/1012/user-type responded 200 in 29.7433 ms
[13:41:27 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 83.4309 ms
[13:43:09 INF] HTTP GET /api/lookups responded 200 in 108.7205 ms
[13:43:11 INF] HTTP GET /api/lookups responded 200 in 65.1712 ms
[13:43:11 INF] HTTP GET /api/parties responded 200 in 6.1911 ms
[13:43:12 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 196.3488 ms
